Accident_Date,Severity,Temperature(F),Weather_Condition,Humidity(%),Pressure(in),Visibility(mi),Wind_Speed(mph),Precipitation(in)
2016-03-22,2.4,63.04,Clear,26.0,30.016000000000002,10.0,9.68,0.0034345074298293894
2016-03-23,2.5294117647058822,68.49117647058823,Clear,29.794117647058822,30.11455882352941,10.0,5.885718151202157,0.0034345074298293894
2016-03-24,2.485294117647059,68.37205882352941,Clear,33.544117647058826,30.008235294117647,9.870588235294118,5.265364962304676,0.0034345074298293894
2016-03-25,2.533333333333333,65.83111111111111,Clear,56.08888888888889,29.824444444444442,10.0,4.864367665729154,0.00343450742982939
2016-03-26,2.736842105263158,64.39473684210526,Clear,70.63157894736842,29.853157894736842,9.842105263157896,6.060946925130822,0.0034345074298293894
2016-03-27,2.3783783783783785,62.41621621621622,Overcast,75.97297297297297,29.988108108108108,9.378378378378379,4.615775508946933,0.0034345074298293894
2016-03-28,2.6607142857142856,59.18035714285714,Clear,62.732142857142854,29.857142857142858,9.732142857142858,6.282657755031191,0.003607658817517101
2016-03-29,2.452830188679245,58.27169811320755,Clear,54.75471698113208,29.883773584905658,10.0,7.27954685198059,0.0033697054028514768
2016-03-30,2.4864864864864864,58.75810810810811,Clear,57.648648648648646,29.973783783783784,10.0,6.4033550334987295,0.0034345074298293894
2016-03-31,2.462962962962963,61.53703703703704,Clear,55.129629629629626,30.02259259259259,10.0,6.838586922796972,0.0034345074298293894
2016-04-01,2.5172413793103448,63.04942528735632,Clear,64.71264367816092,30.087356321839078,9.954022988505747,4.8047057021216935,0.00343450742982939
2016-04-02,2.4827586206896552,62.893103448275866,Clear,70.03448275862068,30.105172413793102,9.758620689655173,4.713565963090212,0.0034345074298293894
2016-04-03,2.5483870967741935,61.858064516129026,Clear,70.64516129032258,30.043548387096774,9.393548387096773,4.585114625171817,0.0034345074298293894
2016-04-04,2.5142857142857142,66.14285714285714,Clear,58.22857142857143,30.058,9.514285714285714,4.840456661570607,0.0034345074298293894
2016-04-05,2.360655737704918,71.48032786885246,Clear,49.721311475409834,30.014754098360658,9.573770491803279,4.9728145148938045,0.0034345074298293894
2016-04-06,2.3548387096774195,66.24354838709678,Clear,67.11290322580645,30.057419354838707,9.306451612903226,5.233137686053187,0.0034345074298293894
2016-04-07,2.4318181818181817,62.92727272727273,Overcast,78.30681818181819,29.936818181818182,8.954545454545455,4.787752809220032,0.004746407039575725
2016-04-08,2.45,59.95,Overcast,90.5,29.932833333333335,6.266666666666667,4.479994616433462,0.0065404696385984225
2016-04-09,2.441860465116279,61.848837209302324,Overcast,76.0,29.908372093023253,9.534883720930232,4.570664032100613,0.0044538979406381594
2016-04-10,2.4571428571428573,64.24285714285715,Overcast,66.22857142857143,29.89257142857143,10.0,5.596676966601043,0.0034345074298293894
2016-04-11,2.4210526315789473,65.64035087719299,Clear,64.50877192982456,30.05894736842105,10.0,6.312731618483349,0.0034345074298293894
2016-04-12,2.4193548387096775,65.62903225806451,Clear,64.89247311827957,30.12784946236559,9.731182795698924,6.16853736271459,0.0034345074298293894
2016-04-13,2.4210526315789473,63.56842105263158,Clear,69.57894736842105,30.05666666666667,9.894736842105264,6.543969544848975,0.0034345074298293894
2016-04-14,2.5172413793103448,63.42758620689656,Clear,65.79310344827586,29.927241379310345,9.46551724137931,6.184088047597459,0.0034345074298293894
2016-04-15,2.5,62.55,Clear,35.5,29.84,10.0,9.8,0.0034345074298293894
2016-04-17,2.3333333333333335,78.86999999999999,Clear,22.333333333333332,29.963666666666665,10.0,6.605266385916187,0.0034345074298293894
2016-04-18,2.460526315789474,76.40394736842104,Clear,26.210526315789473,30.007631578947368,10.0,4.735480854708052,0.0034345074298293894
2016-04-19,2.396551724137931,76.81896551724138,Clear,30.32758620689655,29.929827586206898,10.0,5.401832138903303,0.0034345074298293894
2016-04-20,2.5,74.65,Clear,28.7,29.895,10.0,5.448187921691748,0.0034345074298293894
2016-04-21,2.3793103448275863,69.79770114942528,Clear,46.14942528735632,29.876091954022986,9.988505747126437,5.407707122876653,0.00343450742982939
2016-04-22,2.448717948717949,65.26923076923077,Clear,66.24358974358974,29.956410256410255,9.794871794871796,6.556655322861116,0.003434507429829389
2016-04-23,2.0,60.1,Clear,72.0,30.0,10.0,6.9,0.0034345074298293894
2016-04-24,2.235294117647059,65.84705882352942,Clear,62.1764705882353,29.879411764705882,10.0,6.493545935377668,0.0034345074298293894
2016-04-25,2.543859649122807,62.05614035087719,Clear,46.91228070175438,29.857017543859648,9.87719298245614,10.056987236472034,0.0034345074298293894
2016-04-26,2.5,63.02258064516129,Clear,51.62903225806452,29.960967741935484,10.0,5.471953606543249,0.0034345074298293894
2016-04-27,2.5428571428571427,61.73428571428571,Clear,65.85714285714286,29.79857142857143,9.942857142857143,7.7842363565401715,0.0034345074298293894
2016-04-28,2.5396825396825395,61.23174603174603,Clear,62.19047619047619,29.84809523809524,9.952380952380953,5.618430533423514,0.0034345074298293894
2016-04-29,2.5588235294117645,61.85735294117647,Clear,66.30882352941177,29.961323529411768,10.0,5.59107960190612,0.0034345074298293894
2016-04-30,2.56,57.448,Overcast,76.16,29.8404,9.92,4.079736517184646,0.0034345074298293894
2016-05-01,2.2,65.8,Clear,64.6,29.901999999999997,10.0,6.869028090142035,0.0034345074298293894
2016-05-02,2.577777777777778,65.2,Clear,66.57777777777778,29.97711111111111,9.311111111111112,5.773758115181489,0.00343450742982939
2016-05-03,2.4166666666666665,67.3138888888889,Clear,65.33333333333333,29.935833333333335,9.88888888888889,5.977864778560995,0.0034345074298293894
2016-05-04,2.361111111111111,60.849999999999994,Overcast,76.25,29.931666666666665,8.291666666666666,4.874190075118363,0.0034345074298293894
2016-05-05,2.4,63.32222222222222,Overcast,62.022222222222226,29.898222222222223,9.955555555555556,5.052970974023034,0.00372630709961475
2016-05-06,2.25,57.675,Light Rain,84.5,29.8525,10.0,3.9225702253550887,0.020858626857457346
2016-05-08,3.0,61.220000000000006,Clear,76.2,29.966,10.0,5.509028090142036,0.0034345074298293894
2016-05-09,2.4411764705882355,63.279411764705884,Overcast,68.52941176470588,29.964117647058824,10.0,5.2076801060494535,0.0034345074298293894
2016-05-10,2.357142857142857,63.849999999999994,Overcast,69.69047619047619,29.969047619047622,9.69047619047619,5.068427969820402,0.00343450742982939
2016-05-11,2.4,65.72,Clear,69.175,29.99475,9.625,6.010642556338771,0.0034345074298293894
2016-05-12,2.5,65.325,Clear,73.41666666666667,29.991874999999997,8.5625,4.959404260564621,0.0034345074298293894
2016-05-13,2.6666666666666665,60.1,Clear,86.0,30.0,10.0,3.922570225355089,0.0034345074298293894
2016-05-16,2.4285714285714284,66.21428571428571,Overcast,67.14285714285714,29.895714285714284,10.0,4.923115302482406,0.00343450742982939
2016-05-17,2.5272727272727273,66.16909090909091,Clear,68.52727272727273,29.914363636363635,9.963636363636363,6.4507893259930205,0.0034345074298293894
2016-05-18,2.32,64.44110769309977,Overcast,73.80068539897367,29.952800000000003,9.86,6.185611236056814,0.0034345074298293894
2016-05-19,2.2714285714285714,65.21571428571428,Overcast,73.24285714285715,29.870142857142856,9.685714285714285,5.729122191147519,0.0034345074298293894
2016-05-20,2.391304347826087,63.06521739130435,Clear,62.27536231884058,29.87333333333333,9.884057971014492,6.588964541743859,0.0034345074298293894
2016-05-21,2.4242424242424243,61.5030303030303,Clear,62.03030303030303,29.974545454545453,10.0,5.445938883483977,0.0034345074298293894
2016-05-22,2.5,61.939655172413794,Clear,62.327586206896555,30.018793103448274,10.0,5.740206315688663,0.0034345074298293894
2016-05-23,2.380281690140845,64.58450704225352,Clear,62.563380281690144,29.904507042253517,9.887323943661972,5.809810492363549,0.0034345074298293894
2016-05-24,2.404255319148936,63.83085106382979,Clear,64.94680851063829,30.00308510638298,9.96808510638298,7.061632052442724,0.0034345074298293894
2016-05-25,2.28,63.781600000000005,Clear,62.44,30.07064,9.992,6.396514045071018,0.0034345074298293894
2016-05-26,2.4329896907216493,64.70309278350516,Clear,65.28865979381443,30.0020618556701,10.0,6.21037385625146,0.0034345074298293894
2016-05-27,2.39,65.836,Clear,68.96,29.8898,9.88,5.944350983381383,0.0034345074298293894
2016-05-28,2.6595744680851063,63.22127659574468,Overcast,73.25531914893617,29.889148936170212,9.425531914893616,5.907410052742681,0.0034345074298293894
2016-05-29,2.558139534883721,63.38837209302325,Overcast,70.27906976744185,29.9746511627907,9.883720930232558,4.5371289525072545,0.003354635164019404
2016-05-30,2.375,65.07000000000001,Clear,70.15,29.9565,9.875,5.179028090142035,0.0034345074298293894
2016-05-31,2.438775510204082,66.43673469387755,Overcast,71.61224489795919,29.864591836734693,8.39795918367347,5.974093098017158,0.003434507429829389
2016-06-01,2.420289855072464,67.90434782608695,Clear,71.40579710144928,29.90478260869565,9.08695652173913,5.070355601960835,0.0034345074298293894
2016-06-02,2.4583333333333335,67.84722222222223,Clear,72.375,29.934722222222224,7.905555555555556,5.379880618154192,0.0034345074298293894
2016-06-03,2.5,71.00833333333334,Haze,70.16666666666667,29.935138888888886,5.638888888888889,5.814154377543987,0.0034345074298293894
2016-06-04,2.525,67.4225,Clear,74.325,29.93,7.0575,5.434835323240404,0.0034345074298293894
2016-06-05,2.41025641025641,62.65128205128205,Overcast,79.3076923076923,29.89051282051282,7.858974358974359,5.561120354641962,0.003434507429829389
2016-06-06,2.580246913580247,65.16172839506173,Clear,71.04938271604938,29.83716049382716,9.024691358024691,5.55168920813867,0.003434507429829389
2016-06-07,2.4318181818181817,66.47727272727273,Clear,69.43181818181819,29.875795454545457,9.656818181818181,5.502600389565303,0.0034345074298293894
2016-06-08,2.453333333333333,66.79466666666667,Clear,72.62666666666667,29.858133333333335,8.88,5.578491011456431,0.003434507429829389
2016-06-09,2.5402298850574714,66.92988505747125,Overcast,76.36781609195403,29.896436781609196,8.67816091954023,5.198846861908135,0.00343450742982939
2016-06-10,2.4675324675324677,69.57532467532468,Clear,69.22077922077922,29.905064935064935,9.584415584415584,5.122953086520429,0.0034345074298293894
2016-06-11,2.238095238095238,65.55714285714286,Overcast,74.76190476190476,29.962380952380954,9.19047619047619,4.580026752516225,0.00343450742982939
2016-06-12,2.6129032258064515,65.61612903225806,Overcast,68.19354838709677,30.04,10.0,4.87106877510309,0.0034345074298293894
2016-06-13,2.4574468085106385,64.07659574468084,Overcast,72.88297872340425,30.0581914893617,10.0,6.469592397963001,0.0034345074298293894
2016-06-14,2.4266666666666667,65.27333333333333,Mostly Cloudy,71.97333333333333,29.930533333333333,8.693333333333333,5.163523408451696,0.003434507429829389
2016-06-16,2.55,71.02000000000001,Clear,51.6,30.0105,9.975,6.859514045071018,0.0034345074298293894
2016-06-17,2.5737704918032787,73.2016393442623,Clear,50.950819672131146,29.985901639344263,8.967213114754099,5.742617655508323,0.0034345074298293894
2016-06-18,2.625,74.78750000000001,Clear,55.0,29.988333333333333,9.125,5.183999298123802,0.0034345074298293894
2016-06-19,2.5,81.33333333333333,Clear,41.833333333333336,29.886000000000003,9.706666666666667,5.169780430987204,0.0034345074298293894
2016-06-20,2.5357142857142856,87.27499999999999,Clear,31.785714285714285,29.830714285714286,10.0,5.555698485413697,0.0034345074298293894
2016-06-21,2.4794520547945207,77.63287671232877,Clear,59.68493150684932,29.93945205479452,9.835616438356164,6.274324688404807,0.00343450742982939
2016-06-22,2.475,70.64125,Clear,72.625,29.926,8.45,5.284956811972649,0.0034345074298293894
2016-06-23,2.5522388059701493,72.06865671641792,Clear,67.91044776119404,29.929701492537312,9.35820895522388,5.1267673571584504,0.0034345074298293894
2016-06-24,2.5277777777777777,70.30138888888888,Clear,71.375,29.898055555555555,8.208333333333334,5.669126482786842,0.0034345074298293894
2016-06-25,2.675675675675676,70.57027027027027,Clear,69.62162162162163,29.85432432432432,8.08108108108108,4.7103701035415275,0.0034345074298293894
2016-06-26,2.4693877551020407,70.87959183673469,Clear,74.24489795918367,29.86857142857143,8.16326530612245,4.2738594935340215,0.003434507429829389
2016-06-27,2.5205479452054793,76.55616438356165,Clear,67.52054794520548,29.901232876712328,6.404109589041096,4.884394528653276,0.00343450742982939
